Artist.Followers,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration_ms,Valence,explicit,mode,instrumentalness,time_signature,Key
568912,0.76,0.403,-9.454,0.0458,0.772,0.0971,105.949,195709,0.237,FALSE,1,0,4,2
568912,0.696,0.296,-9.494,0.0327,0.804,0.0924,136.966,189635,0.318,FALSE,0,0,4,1
568912,0.822,0.557,-6.617,0.117,0.172,0.0531,131.983,186818,0.703,FALSE,0,0,4,9
568912,0.563,0.272,-7.821,0.0559,0.946,0.108,130.633,192036,0.406,FALSE,0,0,4,6
19398,0.837,0.476,-8.846,0.0451,0.818,0.282,117.899,184625,0.391,FALSE,0,1.63E-06,4,9
5214,0.828,0.63,-4.014,0.145,0.294,0.269,105.105,188136,0.348,TRUE,0,0,4,11
67004,0.81,0.777,-7.938,0.133,0.221,0.159,92.007,135642,0.344,TRUE,1,5.55E-06,4,5
35,0.884,0.442,-8.281,0.0774,0.0703,0.0935,90.002,76736,0.147,FALSE,1,0.935,4,7
1,0.451,0.163,-13.735,0.0874,0.832,0.104,81.942,121998,0.817,FALSE,1,0.883,4,1
1,0.576,0.0407,-20.5,0.305,0.994,0.221,63.293,136824,0.89,FALSE,0,0.886,5,6
1973,0.714,0.452,-12.144,0.085,0.405,0.108,88.48,188532,0.483,FALSE,0,0,4,11
4,0.468,0.704,-16.439,0.0392,0.00307,0.3,130.342,155967,0.595,FALSE,1,0.759,4,1
1381295,0.833,0.574,-8.74,0.321,0.195,0.142,130.003,227147,0.514,TRUE,0,0,4,0
84559,0.676,0.794,-4.099,0.0265,0.0123,0.275,119.983,236720,0.662,FALSE,0,0,4,2
4467289,0.875,0.848,-5.859,0.158,0.0717,0.0828,122.983,217107,0.577,TRUE,0,0.000613,4,11
2266262,0.689,0.612,-6.014,0.0387,0.228,0.368,122.076,193018,0.461,FALSE,1,7.77E-06,4,6
1732152,0.829,0.471,-8.314,0.189,0.243,0.201,114.011,147768,0.401,TRUE,0,2.55E-05,4,0
14332080,0.387,0.339,-12.962,0.0489,0.918,0.13,137.199,215674,0.273,FALSE,0,0.00272,4,2
1381295,0.642,0.794,-6.001,0.194,0.0566,0.133,195.034,156613,0.352,TRUE,1,2.66E-05,3,8
14332080,0.397,0.262,-14.608,0.0916,0.842,0.0999,80.434,235665,0.124,TRUE,1,6.60E-06,4,0
1336093,0.467,0.482,-10.056,0.24,0.245,0.0803,92.053,180000,0.329,FALSE,0,1.05E-05,4,9
52101674,0.649,0.429,-8.428,0.468,0.386,0.311,100.389,104008,0.426,FALSE,0,0,3,10
14332080,0.397,0.206,-12.487,0.0389,0.947,0.119,120.702,246610,0.27,FALSE,1,1.35E-05,1,2
1381295,0.595,0.59,-8.738,0.27,0.16,0.116,135.08,173653,0.336,TRUE,0,0.0226,4,5
30442,0.681,0.612,-6.998,0.208,0.265,0.0868,170.179,184500,0.396,FALSE,1,0,4,1
600737,0.711,0.677,-5.824,0.106,0.293,0.0853,104.957,185458,0.177,TRUE,0,0,4,6
14332080,0.593,0.289,-12.853,0.0303,0.9,0.109,105.941,304800,0.277,FALSE,0,0.0231,4,9
1381295,0.523,0.577,-10.587,0.434,0.0944,0.15,173.485,204320,0.536,TRUE,0,0,4,10
1381295,0.42,0.553,-8.588,0.466,0.406,0.541,80.118,210973,0.198,TRUE,0,0.00197,4,0
14332080,0.445,0.116,-14.911,0.0368,0.947,0.112,167.915,247040,0.139,FALSE,1,1.69E-05,4,7
1381295,0.787,0.506,-9.126,0.154,0.158,0.0892,119.952,209680,0.203,TRUE,0,0.00032,4,4
5902082,0.834,0.651,-4.855,0.0595,0.153,0.146,121.978,169506,0.49,FALSE,0,0,4,6
1381295,0.742,0.627,-7.447,0.102,0.182,0.0891,143.993,214400,0.409,TRUE,1,0,4,1
1381295,0.649,0.626,-8.39,0.415,0.105,0.0893,65.342,160453,0.104,TRUE,0,0,4,11
1381295,0.789,0.616,-7.518,0.147,0.0926,0.0975,120.011,170040,0.574,TRUE,1,0,4,1
1381295,0.644,0.755,-5.884,0.13,0.243,0.092,195.177,151587,0.693,TRUE,0,7.03E-06,4,3
1381295,0.877,0.585,-8.068,0.164,0.0553,0.0523,121.014,162733,0.499,TRUE,0,4.86E-05,4,1
1381295,0.911,0.493,-9.145,0.0729,0.198,0.102,124.999,174933,0.342,TRUE,1,0.00211,4,1
282890,0.767,0.592,-8.047,0.483,0.383,0.294,93.368,165679,0.612,TRUE,1,0,4,9
600737,0.966,0.582,-6.225,0.0837,0.138,0.112,115.05,171880,0.186,TRUE,1,1.92E-05,4,8
1381295,0.654,0.549,-8.515,0.287,0.0877,0.115,136,200333,0.104,TRUE,0,0,4,6
1381295,0.516,0.586,-8.88,0.0618,0.00474,0.294,92.802,170267,0.338,TRUE,0,6.08E-05,4,8
1381295,0.866,0.443,-10.212,0.304,0.177,0.127,124.957,161040,0.162,TRUE,0,6.66E-06,4,0
367571,0.725,0.794,-2.421,0.0699,0.305,0.106,123.964,214560,0.754,FALSE,0,0,4,7
3127662,0.747,0.574,-6.587,0.24,0.561,0.1,127.981,175031,0.436,TRUE,1,0,4,1
5820680,0.747,0.78,-5.302,0.216,0.0583,0.164,82.524,185493,0.538,FALSE,0,0,4,9
82898,0.703,0.807,-6.429,0.473,0.275,0.351,94.968,148529,0.625,FALSE,0,1.12E-05,4,6
190293,0.838,0.547,-8.465,0.265,0.141,0.12,133.984,132762,0.332,TRUE,1,0.000246,4,11
2053712,0.92,0.616,-5.956,0.0975,0.0135,0.0856,98.003,131633,0.447,TRUE,0,0.0014,4,5
132064,0.532,0.754,-6.834,0.223,0.0697,0.061,90.992,184615,0.717,FALSE,0,0,4,1
600737,0.767,0.645,-6.71,0.216,0.514,0.117,110.005,211017,0.252,TRUE,0,0,4,5
1111834,0.377,0.346,-11.654,0.0331,0.182,0.17,130,180000,0.176,FALSE,0,8.80E-06,4,9
1381295,0.411,0.543,-13.305,0.184,0.114,0.0328,104.861,117827,0.276,TRUE,0,0,3,5
26167,0.689,0.721,-7.639,0.0787,0.0221,0.142,140.055,164127,0.906,FALSE,0,0,4,0
313483,0.779,0.571,-6.731,0.212,0.279,0.066,171.936,179651,0.733,FALSE,0,2.44E-05,4,10
1381295,0.308,0.578,-14.946,0.424,0.0182,0.433,171.808,76960,0.376,TRUE,0,0,1,8
63535,0.701,0.621,-4.972,0.0556,0.0237,0.232,110.03,189995,0.494,FALSE,1,0,4,10
889661,0.845,0.646,-6.514,0.215,0.181,0.115,95.944,150402,0.282,TRUE,1,2.19E-06,4,6
1381295,0.472,0.572,-15.195,0.351,0.335,0.136,118.173,136347,0.533,TRUE,0,0.000129,5,5
29522,0.645,0.617,-7.005,0.387,0.194,0.15,71.877,176166,0.824,TRUE,0,0,4,11
177751,0.726,0.605,-7.202,0.176,0.23,0.286,129.989,211579,0.756,FALSE,1,1.24E-05,4,11
904640,0.801,0.599,-7.649,0.0647,0.19,0.0805,107.986,139817,0.153,TRUE,1,3.61E-06,4,1
56054,0.79,0.75,-6.22,0.0581,0.169,0.129,118.991,198425,0.39,FALSE,0,0,4,7
1184707,0.677,0.885,-6.313,0.0781,0.0483,0.302,118.071,223220,0.207,FALSE,0,0,4,9
4424391,0.635,0.641,-3.674,0.0329,0.18,0.0959,122.83,253587,0.218,FALSE,0,0,4,4
347845,0.579,0.593,-7.971,0.0436,0.0279,0.172,89.92,176813,0.361,FALSE,1,0,4,10
758149,0.726,0.636,-7.71,0.107,0.104,0.124,111.128,222194,0.831,FALSE,1,3.27E-05,4,0
15609,0.56,0.535,-5.858,0.0301,0.0859,0.103,99.924,183196,0.336,FALSE,1,0,4,1
47115,0.614,0.752,-8.343,0.061,0.0562,0.331,77.022,173800,0.319,FALSE,0,0.000173,4,11
600737,0.769,0.729,-6.432,0.261,0.279,0.0993,145.944,223609,0.579,TRUE,0,0,4,8
435524,0.692,0.753,-7.725,0.0488,0.0137,0.0898,93.009,206518,0.876,FALSE,0,4.11E-05,4,7
4424391,0.376,0.846,-4.126,0.0464,0.00537,0.186,96.176,209787,0.408,FALSE,1,8.00E-06,4,7
4424391,0.474,0.95,-2.762,0.0898,0.00646,0.177,176.491,165787,0.67,FALSE,1,0.000397,4,7
2647890,0.723,0.458,-5.572,0.17,0.256,0.0879,113.954,178799,0.357,FALSE,0,0,4,6
208330,0.597,0.625,-8.8,0.374,0.285,0.472,142.653,187560,0.601,TRUE,0,0,4,11
694239,0.843,0.563,-8.344,0.107,0.37,0.152,110.01,187051,0.733,TRUE,1,0.000691,4,2
147882,0.793,0.556,-7.89,0.0954,0.643,0.0787,139.945,167134,0.933,TRUE,0,0,4,1
165348,0.921,0.321,-11.181,0.186,0.734,0.104,116.976,155897,0.612,FALSE,0,3.49E-05,4,1
35782,0.673,0.478,-10.592,0.394,0.112,0.0839,144.748,268582,0.588,TRUE,1,3.70E-06,4,9
994671,0.623,0.608,-7.731,0.13,0.0315,0.3,150.06,186622,0.312,TRUE,0,0,4,8
4424391,0.469,0.941,-3.527,0.138,0.00298,0.325,101.303,219853,0.829,FALSE,1,0.000158,4,7
93076,0.797,0.559,-9.49,0.0546,0.15,0.0708,101.008,180260,0.4,FALSE,1,3.14E-06,4,0
22349,0.801,0.782,-6.414,0.0802,0.309,0.372,125.978,205289,0.619,FALSE,1,3.25E-06,4,1
600737,0.44,0.705,-4.936,0.0943,0.277,0.127,137.015,200000,0.165,FALSE,0,0,4,0
805800,0.781,0.61,-6.623,0.0351,0.196,0.13,136.945,177810,0.252,FALSE,0,0,3,6
1197783,0.499,0.602,-11.256,0.0429,0.0217,0.336,170.019,156706,0.559,FALSE,0,6.83E-06,4,9
77311,0.89,0.701,-7.061,0.194,0.204,0.0741,102.001,176878,0.652,FALSE,0,0,4,4
4424391,0.602,0.898,-3.789,0.0364,4.39E-05,0.356,111.036,230707,0.566,FALSE,0,0.000109,4,2
732818,0.296,0.486,-9.043,0.0327,0.311,0.098,185.135,250830,0.159,TRUE,0,0,3,2
3537169,0.63,0.592,-6.588,0.186,0.194,0.275,91.867,232663,0.723,FALSE,1,0,4,6
3702331,0.833,0.677,-6.243,0.0455,0.06,0.102,122.003,168601,0.562,FALSE,0,0.28,4,6
33511,0.611,0.867,-4.897,0.0317,0.226,0.152,129.979,201920,0.669,FALSE,1,5.10E-05,4,9
51174,0.82,0.585,-4.193,0.0459,0.585,0.0793,99.952,185475,0.439,TRUE,1,0.0224,4,7
600737,0.662,0.554,-7.336,0.132,0.605,0.116,122.049,243206,0.207,TRUE,0,7.95E-06,4,11
600737,0.826,0.584,-7.311,0.366,0.519,0.236,89.016,155011,0.21,TRUE,1,0,4,0
600737,0.691,0.733,-4.578,0.36,0.399,0.0875,84.727,152301,0.527,TRUE,1,0,4,8
982505,0.945,0.482,-8.854,0.242,0.195,0.255,119.982,204500,0.556,FALSE,0,0,4,11
165027,0.525,0.614,-5.65,0.0264,0.5,0.329,93.035,243116,0.477,FALSE,1,0,4,7
210766,0.707,0.625,-7.638,0.145,0.709,0.298,123.028,281088,0.477,FALSE,0,2.77E-06,4,4
72231,0.583,0.732,-5.253,0.322,0.0274,0.21,189.874,228632,0.181,FALSE,0,0,4,10
865912,0.74,0.706,-6.852,0.0642,0.0913,0.124,140.03,168857,0.3,TRUE,0,0,4,5
136405,0.844,0.698,-4.844,0.0402,0.343,0.338,99.032,168182,0.875,FALSE,0,0,4,1
85421,0.784,0.573,-8.243,0.338,0.0166,0.224,109.544,213659,0.679,TRUE,0,0,5,11
207926,0.688,0.703,-5.868,0.0289,0.0271,0.278,119.981,226584,0.428,FALSE,1,0.000353,4,2
139116,0.92,0.392,-11.678,0.441,0.0368,0.111,128.104,112742,0.229,TRUE,0,0,3,4
121925,0.606,0.61,-8.049,0.0341,0.284,0.122,131.808,181733,0.554,FALSE,0,3.51E-05,4,5
994671,0.379,0.542,-5.521,0.0354,0.00297,0.121,144.131,150444,0.133,FALSE,0,0.00121,4,0
177751,0.868,0.688,-6.211,0.326,0.167,0.0843,139.934,193054,0.58,FALSE,0,0,4,1
191,0.492,0.83,-5.695,0.0595,0.475,0.216,157.976,153268,0.674,FALSE,1,0,4,11
994671,0.847,0.637,-5.613,0.0655,0.02,0.323,129.964,162694,0.24,TRUE,0,4.46E-06,4,10
994671,0.585,0.785,-3.332,0.102,0.12,0.127,166.051,167885,0.251,TRUE,0,0,4,5
994671,0.65,0.749,-4.66,0.0321,0.00278,0.18,141.965,205560,0.115,TRUE,1,0.000562,4,0
994671,0.585,0.734,-5.624,0.0731,0.000299,0.0779,119.952,164608,0.765,FALSE,0,0.000221,4,8
769840,0.822,0.419,-9.26,0.0761,0.00413,0.0312,112.999,391187,0.486,FALSE,1,0.000212,4,6
70075,0.522,0.84,-6.509,0.0495,0.126,0.125,199.997,174552,0.686,FALSE,1,0,4,5
86198,0.747,0.83,-6.161,0.105,0.104,0.168,119.996,169700,0.793,FALSE,0,0,4,11
994671,0.678,0.668,-6.758,0.0389,0.00064,0.353,134.073,172196,0.141,TRUE,0,6.25E-05,4,5
320230,0.523,0.94,-4.679,0.0652,0.0116,0.35,149.973,171429,0.681,FALSE,0,0,4,11
994671,0.504,0.7,-5.943,0.0442,0.00395,0.617,144.01,162203,0.231,FALSE,0,1.20E-05,4,0
41870,0.77,0.44,-5.654,0.0901,0.204,0.123,89.979,224026,0.719,TRUE,0,6.98E-05,4,0
101221,0.794,0.762,-4.289,0.347,0.109,0.104,139.018,182301,0.771,FALSE,0,0,4,1
994671,0.558,0.421,-7.779,0.027,0.0174,0.175,95.99,177725,0.0725,FALSE,0,0.000969,4,3
994671,0.85,0.65,-8.473,0.28,0.0875,0.115,138.99,163021,0.892,TRUE,1,0.434,4,9
215765,0.787,0.675,-8.459,0.276,0.0267,0.532,129.955,163965,0.667,FALSE,0,0,4,11
111205,0.632,0.541,-12.129,0.242,0.341,0.0937,113.007,380500,0.484,FALSE,1,0.00215,4,1
31886,0.649,0.618,-6.927,0.0265,0.0486,0.0397,120.981,200475,0.407,FALSE,0,0,4,4
994671,0.716,0.512,-7.617,0.0325,0.029,0.111,104.029,194213,0.34,TRUE,0,1.66E-06,4,8
994671,0.61,0.244,-14.079,0.0474,0.0371,0.121,111.995,124500,0.0739,FALSE,0,0.9,4,0
478286,0.847,0.409,-11.034,0.422,0.341,0.0995,125.946,284776,0.481,TRUE,1,1.46E-05,4,1
56825,0.734,0.793,-6.95,0.322,0.169,0.103,139.941,193648,0.73,TRUE,0,0,4,6
994671,0.65,0.243,-9.938,0.0299,0.879,0.169,98.95,99651,0.394,FALSE,0,0,4,3
994671,0.788,0.74,-6.31,0.106,0.00401,0.315,135.975,183762,0.451,TRUE,0,0.000174,4,11
6931,0.778,0.73,-4.408,0.157,0.0641,0.0833,95.99,154378,0.682,FALSE,1,5.51E-05,4,4
22349,0.738,0.629,-8.093,0.0524,0.16,0.0762,93.953,190608,0.829,FALSE,0,0.000229,4,5
149839,0.577,0.677,-9.56,0.112,0.14,0.108,140.519,138000,0.207,TRUE,0,0.000628,4,0
35463,0.631,0.891,-4.844,0.143,0.0148,0.17,157.938,174605,0.733,FALSE,0,0,4,9
184553,0.573,0.899,-4.022,0.0366,0.127,0.174,172.004,217674,0.722,FALSE,0,0.000463,4,7
31976,0.788,0.582,-5.873,0.234,0.309,0.124,141.887,159614,0.665,FALSE,0,0,4,10
647176,0.577,0.604,-6.174,0.183,0.0914,0.0821,201.898,196448,0.62,FALSE,1,8.77E-05,4,6
5032,0.62,0.643,-5.808,0.459,0.105,0.135,99.544,184800,0.581,FALSE,0,0,4,7
29629,0.73,0.494,-9.266,0.094,0.331,0.0906,92.014,213281,0.381,FALSE,1,2.40E-06,4,0
356202,0.266,0.301,-10.142,0.0564,0.836,0.29,68.652,287160,0.205,FALSE,1,2.73E-05,3,7
87982,0.631,0.379,-12.162,0.0357,0.561,0.284,104.951,161228,0.572,FALSE,1,0.000453,4,9
1106,0.849,0.617,-8.431,0.251,0.00201,0.0739,80.002,141718,0.687,TRUE,1,0.000104,4,7
22349,0.703,0.68,-6.966,0.0511,0.498,0.135,100.112,177858,0.596,FALSE,0,0.00145,4,6
81738,0.627,0.887,-4.635,0.0338,0.067,0.352,116.932,189311,0.761,FALSE,0,0,4,9
71919,0.783,0.564,-5.548,0.105,0.0206,0.111,80.063,132364,0.886,TRUE,1,0,4,0
80022,0.84,0.427,-12.244,0.0752,0.0844,0.0569,112.005,387751,0.729,FALSE,0,0.436,4,10
13639,0.476,0.781,-5.101,0.536,0.781,0.121,184.676,266846,0.862,TRUE,1,1.59E-06,4,11
4093649,0.506,0.919,-4.592,0.0674,0.000728,0.295,91.889,214797,0.302,FALSE,1,4.17E-06,4,2
62017,0.787,0.638,-8.048,0.145,0.418,0.123,119.928,208160,0.708,TRUE,0,0,5,5
86033,0.49,0.684,-7.68,0.0437,0.164,0.347,178.021,164000,0.597,FALSE,0,0,4,1
4093649,0.521,0.874,-4.632,0.063,0.039,0.0589,133.918,227847,0.283,FALSE,0,0,4,9
82328,0.744,0.645,-9.767,0.045,0.0258,0.059,111.982,413710,0.704,FALSE,0,0.0483,4,10
22634,0.544,0.629,-4.794,0.043,0.434,0.145,95.011,197035,0.82,FALSE,1,0,4,3
6560,0.734,0.662,-6.363,0.115,0.282,0.105,92.923,190968,0.319,FALSE,1,0,4,7
4093649,0.53,0.946,-2.694,0.0517,4.96E-05,0.351,110.052,188920,0.436,FALSE,0,0,4,3
4093649,0.65,0.814,-4.406,0.0923,0.0281,0.301,145.031,190000,0.642,FALSE,0,0,4,2
4093649,0.562,0.919,-3.783,0.211,0.00616,0.106,86.007,244449,0.63,FALSE,1,0,4,1
4093649,0.553,0.92,-5.289,0.0679,0.0463,0.114,93.012,210962,0.108,FALSE,1,0.0023,4,2
4093649,0.585,0.894,-5.136,0.0507,0.00117,0.128,108.954,203119,0.353,TRUE,1,0,4,7
4093649,0.531,0.895,-4.38,0.0455,0.0918,0.118,89.988,209829,0.491,FALSE,0,2.57E-05,4,9
4093649,0.588,0.721,-6.356,0.0302,0.275,0.214,121.956,216771,0.232,FALSE,0,0,4,7
4093649,0.415,0.988,-2.095,0.0861,2.12E-05,0.283,139.926,191074,0.38,FALSE,1,0,4,8
4093649,0.556,0.911,-4.006,0.0375,0.0221,0.421,102.013,196480,0.297,FALSE,1,7.35E-06,4,2
4093649,0.447,0.981,-2.955,0.116,2.22E-05,0.0717,91.013,205747,0.397,TRUE,1,0.00107,4,7
4093649,0.568,0.897,-6.001,0.0579,8.29E-05,0.119,139.004,203293,0.645,FALSE,1,6.69E-05,4,1
4093649,0.341,0.988,-2.929,0.218,0.000118,0.311,122.984,191453,0.386,FALSE,1,5.94E-06,4,2
11569,0.895,0.706,-3.338,0.296,0.0247,0.099,150.016,198000,0.806,TRUE,1,0,4,11
3447998,0.41,0.915,-7.205,0.0668,0.00444,0.342,138.151,283186,0.409,FALSE,1,0.0022,4,2
3447998,0.499,0.756,-7.335,0.0432,0.00532,0.169,115.75,247739,0.405,FALSE,1,0.00478,4,7
3447998,0.31,0.959,-7.191,0.0832,0.000523,0.15,141.499,183200,0.0997,FALSE,0,0.875,4,0
7465159,0.82,0.804,-7.226,0.0528,0.175,0.064,110.982,211998,0.844,FALSE,1,0.00215,4,9
184325,0.884,0.665,-7.929,0.0646,0.38,0.111,110.016,134087,0.472,FALSE,1,9.36E-06,4,11
278452,0.535,0.765,-3.716,0.184,0.433,0.125,108.521,165367,0.627,FALSE,0,0,4,7
203987,0.688,0.683,-7.454,0.15,0.027,0.368,120.01,128800,0.817,TRUE,0,0,4,6
581993,0.801,0.76,-5.948,0.107,0.252,0.207,102.061,185467,0.508,FALSE,1,9.17E-06,4,5
6940379,0.687,0.522,-8.522,0.327,0.495,0.135,185.948,156734,0.532,TRUE,0,0.0766,4,10
235181,0.898,0.72,-6.135,0.231,0.0974,0.231,130.091,135000,0.637,TRUE,0,0.00255,4,5
4743762,0.602,0.811,-3.128,0.0362,0.0766,0.273,159.829,187116,0.807,FALSE,1,0,4,0
934134,0.783,0.741,-6.966,0.14,0.298,0.0786,128.057,171603,0.39,FALSE,0,0,4,7
27981713,0.605,0.8,-3.018,0.312,0.518,0.0763,92.284,236731,0.732,TRUE,1,0.000128,4,10
3935051,0.734,0.7,-4.677,0.255,0.427,0.0956,173.846,206400,0.714,TRUE,1,0.000143,4,6
972345,0.561,0.722,-6.437,0.068,0.173,0.175,103.099,234027,0.173,FALSE,0,4.86E-05,4,4
1721387,0.645,0.745,-4.635,0.0373,0.189,0.111,142.349,163180,0.436,FALSE,0,0.000187,4,4
577042,0.662,0.799,-4.996,0.324,0.125,0.131,180.106,187275,0.483,FALSE,1,0,4,9
962424,0.771,0.575,-5.178,0.0794,0.555,0.105,84.522,147084,0.56,TRUE,0,0.00818,4,0
1102613,0.668,0.881,-4.032,0.0593,0.0119,0.142,109.984,209045,0.703,FALSE,0,0,4,6
324571,0.557,0.62,-5.198,0.174,0.144,0.078,87.957,192152,0.367,TRUE,1,3.76E-06,4,5
324571,0.811,0.642,-5.284,0.0395,0.129,0.0803,117.995,185560,0.656,FALSE,0,0.055,4,1
85176,0.691,0.77,-6.147,0.439,0.396,0.263,96.667,173093,0.592,FALSE,0,0,4,6
3434182,0.76,0.694,-6.045,0.188,0.0664,0.185,94.957,145973,0.717,TRUE,1,1.18E-06,4,1
324571,0.575,0.599,-7.317,0.0681,0.577,0.124,98.738,151464,0.121,TRUE,0,3.96E-05,4,11
324571,0.447,0.727,-5.72,0.103,0.267,0.12,168.503,148013,0.272,FALSE,1,0,3,6
597068,0.677,0.592,-7.644,0.124,0.573,0.149,109.916,197253,0.176,TRUE,0,0.000225,4,10
227017,0.781,0.477,-13.029,0.427,0.281,0.106,144.041,188587,0.261,TRUE,1,8.03E-05,4,9
94728,0.629,0.696,-4.848,0.332,0.52,0.134,144.322,188194,0.752,TRUE,0,0,4,2
962424,0.726,0.54,-6.046,0.217,0.524,0.117,92.114,160341,0.456,TRUE,0,1.07E-05,4,0
651891,0.8,0.67,-5.284,0.357,0.634,0.118,147.963,189500,0.482,TRUE,0,0.000164,4,0
324571,0.637,0.682,-7.613,0.266,0.498,0.252,94.305,152188,0.535,TRUE,0,0,4,11
324571,0.68,0.674,-5.92,0.115,0.114,0.141,159.88,172682,0.265,TRUE,1,0,4,8
324571,0.674,0.696,-5.668,0.0327,0.124,0.104,111.877,176426,0.205,TRUE,0,1.96E-05,4,1
324571,0.591,0.677,-5.964,0.135,0.241,0.202,75.153,156471,0.429,TRUE,1,0,4,6
324571,0.807,0.864,-5.854,0.114,0.127,0.094,122.116,152764,0.331,FALSE,0,0.00711,4,10
3037736,0.54,0.858,-5.449,0.385,0.0427,0.322,159.514,144438,0.808,TRUE,1,0,4,1
231335,0.391,0.402,-5.886,0.0315,0.715,0.107,86.291,180026,0.404,FALSE,1,6.07E-05,3,1
7360741,0.729,0.759,-4.479,0.104,0.422,0.123,87.995,216400,0.511,TRUE,1,0,4,11
324571,0.738,0.783,-9.467,0.109,0.472,0.118,116.011,168604,0.0339,TRUE,0,7.03E-06,4,9
581993,0.93,0.493,-8.034,0.119,0.125,0.0681,106.051,134507,0.505,FALSE,1,7.78E-05,4,0
84426,0.745,0.795,-5.563,0.22,0.133,0.084,122.295,221893,0.499,TRUE,0,0,4,6
97730,0.633,0.738,-6.569,0.0272,0.065,0.132,95.008,216075,0.418,FALSE,1,0,4,10
581993,0.842,0.747,-6.022,0.0908,0.144,0.193,100.027,128080,0.543,FALSE,0,6.04E-05,4,5
581993,0.792,0.757,-3.38,0.088,0.109,0.0452,95.946,144213,0.681,FALSE,1,6.88E-05,4,1
21073,0.621,0.651,-8.544,0.376,0.252,0.112,99.816,153701,0.728,FALSE,0,0,4,10
43138,0.751,0.391,-9.283,0.0324,0.396,0.0929,100.044,196162,0.468,FALSE,1,0.00342,4,1
13935,0.78,0.719,-8.254,0.0547,0.363,0.0778,126.994,246142,0.825,FALSE,1,0,4,8
785194,0.776,0.692,-3.834,0.0555,0.0075,0.0588,95.972,198174,0.543,TRUE,1,0,4,2
33,0.96,0.504,-10.569,0.382,0.126,0.0935,105.013,62000,0.226,TRUE,1,0.00085,4,2
113,0.66,0.205,-26.685,0.119,0.281,0.211,129.946,67442,0.511,TRUE,0,0.256,4,6
188211,0.725,0.58,-6.394,0.178,0.226,0.146,129.73,290857,0.444,FALSE,0,0,4,5
113,0.841,0.362,-9.828,0.673,0.0145,0.0931,192.051,63035,0.572,TRUE,0,0.354,4,10
9098,0.835,0.33,-11.989,0.361,0.542,0.0617,92.023,298290,0.596,TRUE,0,0,4,11
359719,0.685,0.328,-11.655,0.0353,0.537,0.0861,131.908,185640,0.35,FALSE,0,1.52E-06,4,2
113,0.858,0.574,-7.04,0.166,0.455,0.058,95.986,63009,0.925,TRUE,0,4.20E-05,4,5
113,0.95,0.663,-4.989,0.218,0.128,0.136,120.066,63087,0.393,TRUE,1,0.637,4,6
113,0.9,0.85,-5.03,0.058,0.039,0.319,105,65541,0.796,TRUE,1,0.0832,4,8
113,0.875,0.803,-3.196,0.114,0.428,0.325,120.028,63071,0.529,FALSE,1,0.264,4,6
23,0.787,0.405,-12.749,0.0866,0.0217,0.0575,130.969,74198,0.69,FALSE,0,0.429,4,5
113,0.715,0.344,-14.992,0.0616,0.117,0.23,146.007,63447,0.632,TRUE,0,0.0245,4,6
17,0.837,0.401,-11.114,0.0634,0.0258,0.14,130.934,74198,0.37,FALSE,1,0.541,4,1
113,0.917,0.842,-5.832,0.232,0.0474,0.0739,110.06,70089,0.809,TRUE,1,0,4,1
5214,0.7,0.733,-5.911,0.254,0.098,0.17,178.207,210051,0.856,FALSE,0,0,4,5
5214,0.553,0.769,-6.807,0.0414,0.262,0.217,172.002,185548,0.778,FALSE,1,0,4,0
5214,0.488,0.862,-4.497,0.324,0.258,0.263,113.883,211304,0.795,FALSE,1,0,3,1
5214,0.808,0.482,-6.21,0.0483,0.185,0.0744,119.946,185757,0.339,FALSE,0,1.92E-06,5,1
5214,0.519,0.735,-5.324,0.299,0.34,0.377,132.379,191739,0.688,FALSE,0,0,5,11
5214,0.777,0.789,-3.803,0.276,0.45,0.8,94.458,135680,0.931,FALSE,1,0,4,0
54,0.447,0.963,-3.954,0.0527,0.843,0.191,120.021,184059,0.855,FALSE,0,0.000808,4,5
54,0.52,0.358,-12.731,0.0535,0.804,0.109,119.991,345408,0.115,FALSE,1,0.878,4,8
54,0.558,0.844,-6.207,0.031,0.242,0.125,140.013,277551,0.053,FALSE,1,0.962,4,7
302397,0.634,0.928,-1.609,0.0514,0.00719,0.0626,164.007,205373,0.738,FALSE,1,2.55E-06,4,1
1369973,0.746,0.699,-6.307,0.247,0.204,0.148,144.921,186440,0.221,FALSE,0,0,4,0
3459967,0.771,0.685,-5.697,0.0433,0.154,0.0787,115.046,183954,0.962,FALSE,0,0,1,0
541288,0.788,0.864,-4.729,0.252,0.0364,0.199,82.952,189036,0.557,TRUE,0,0,4,5
76332,0.763,0.501,-9.133,0.163,0.295,0.111,129.972,155077,0.463,TRUE,0,2.84E-06,4,0
16582,0.724,0.448,-9.918,0.0562,0.387,0.397,129.95,156000,0.717,FALSE,0,0,1,5
24286,0.471,0.892,-5.818,0.128,0.107,0.114,124.991,305667,0.209,FALSE,0,0,4,8
66581,0.608,0.666,-8.209,0.0511,0.109,0.26,128.094,211875,0.282,FALSE,0,1.78E-05,4,10
0,0.552,0.332,-21.787,0.0452,0.105,0.154,140.065,113177,0.335,FALSE,1,0.685,4,7
0,0.472,0.428,-21.558,0.0371,0.975,0.0847,140.017,61780,0.311,FALSE,0,0.847,3,9
517,0.669,0.827,-6.722,0.36,0.0329,0.41,125.086,114505,0.52,FALSE,0,0,4,4
