Artist.Followers,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration_ms,Valence,explicit,mode,instrumentalness,time_signature,Key
6777818,0.493,0.653,-5.666,0.0466,0.269,0.511,142.347,121573,0.852,TRUE,0,0,4,0
208554,0.787,0.531,-10.569,0.101,0.132,0.112,91.996,138533,0.721,FALSE,0,0.00094,4,11
323203,0.883,0.674,-8.043,0.357,0.21,0.0678,141.02,278085,0.73,TRUE,0,0,4,11
6837946,0.654,0.724,-6.59,0.355,0.106,0.655,71.696,150449,0.717,TRUE,0,0.00000174,4,3
2123734,0.83,0.517,-6.416,0.333,0.399,0.0916,171.959,182496,0.616,TRUE,0,0.0000895,4,6
127364,0.477,0.844,-4.87,0.0458,0.00273,0.137,169.941,220235,0.203,TRUE,1,0,4,11
152226,0.88,0.751,-4.258,0.0874,0.177,0.106,117.948,157606,0.884,FALSE,0,0.0000643,4,7
1250353,0.671,0.336,-8.494,0.241,0.705,0.0577,75.051,212496,0.518,TRUE,0,0.00751,4,10
5178156,0.741,0.556,-9.184,0.0266,0.0629,0.103,122.008,249080,0.587,FALSE,1,0.041,4,2
35285425,0.626,0.56,-5.82,0.0288,0.148,0.109,93.989,244005,0.229,FALSE,0,0.0000151,4,0
2586114,0.601,0.36,-7.791,0.0877,0.586,0.0882,124.993,276480,0.335,TRUE,0,0,4,9
411579,0.792,0.707,-5.218,0.0623,0.116,0.12,134.997,224042,0.408,TRUE,0,0,4,7
35285425,0.542,0.732,-5.956,0.0521,0.00209,0.496,124.912,175644,0.489,FALSE,1,0.0000792,4,9
27142474,0.722,0.588,-5.932,0.0544,0.0319,0.183,134.01,165507,0.59,FALSE,1,0,4,6
37106176,0.566,0.716,-5.733,0.0424,0.00691,0.37,81.068,207481,0.45,FALSE,1,0,4,1
8758283,0.816,0.71,-3.728,0.0398,0.165,0.292,93.02,208631,0.784,TRUE,1,0,4,7
28909504,0.823,0.544,-7.132,0.0715,0.0215,0.0966,149.903,186088,0.664,FALSE,1,0.00315,4,5
386757,0.784,0.474,-6.139,0.0524,0.333,0.278,128.012,204434,0.64,TRUE,1,0,4,8
6266514,0.443,0.298,-12.181,0.0644,0.388,0.103,77.253,209560,0.172,FALSE,1,0.00001,4,0
1097789,0.624,0.922,-4.628,0.0439,0.3,0.112,164.819,148228,0.884,FALSE,0,0,4,1
9987114,0.688,0.909,-1.992,0.0624,0.0474,0.0674,97.097,210573,0.702,FALSE,1,0.00000135,4,8
151870,0.893,0.463,-5.301,0.36,0.199,0.318,81.026,229601,0.591,TRUE,1,0,4,1
3507622,0.434,0.889,-5.684,0.0509,0.395,0.273,113.326,153338,0.845,FALSE,1,0,5,9
2166191,0.76,0.674,-4.039,0.0636,0.396,0.0977,172.024,202307,0.735,TRUE,0,0.0000354,4,7
608109,0.583,0.918,-3.612,0.0518,0.288,0.0701,164.081,172973,0.836,FALSE,1,0,4,6
26769304,0.807,0.712,-5.757,0.1,0.532,0.163,100.004,241659,0.792,FALSE,1,0.0000237,4,1
6080597,0.704,0.739,-3.286,0.112,0.328,0.0856,179.879,208292,0.425,TRUE,1,0.0000193,4,8
18191658,0.748,0.524,-5.599,0.0338,0.414,0.111,95.01,244960,0.661,FALSE,1,0,4,8
6475631,0.375,0.893,-4.097,0.0406,0.000509,0.187,174.323,258773,0.434,FALSE,1,0,4,2
1724414,0.652,0.717,-3.751,0.0581,0.0694,0.0906,89.982,301304,0.377,TRUE,0,0,4,7
8640063,0.683,0.615,-5.737,0.0966,0.222,0.154,77.014,188893,0.45,TRUE,1,0.00000825,4,5
98503,0.532,0.708,-8.121,0.0505,0.435,0.107,167.977,254467,0.586,FALSE,1,0.0236,4,0
6777818,0.827,0.571,-7.949,0.366,0.0195,0.166,142.034,146419,0.62,TRUE,1,0,4,11
1042079,0.352,0.424,-10.131,0.0394,0.733,0.0664,127.047,302951,0.141,TRUE,1,0.000023,4,6
6278835,0.477,0.727,-4.053,0.286,0.000866,0.108,150.062,236524,0.227,TRUE,1,0,4,2
17202,0.647,0.608,-6.831,0.42,0.13,0.0584,125.994,175238,0.474,TRUE,1,0,4,9
8083566,0.735,0.47,-9.405,0.1,0.266,0.32,87.971,192621,0.897,FALSE,1,0.000105,4,4
47014200,0.632,0.284,-14.025,0.0801,0.932,0.233,129.642,245897,0.208,FALSE,0,0.000476,4,9
558345,0.871,0.669,-7.62,0.329,0.0113,0.0795,95.939,155363,0.806,TRUE,0,0.0000029,4,10
180454,0.719,0.648,-7.6,0.125,0.2,0.127,140.201,123263,0.66,TRUE,0,0,4,3
1097789,0.606,0.908,-6.201,0.0565,0.556,0.19,171.966,140942,0.798,FALSE,0,0,4,6
15770302,0.781,0.67,-3.912,0.0452,0.0103,0.0761,127.99,169333,0.595,FALSE,0,0,4,3
